StoryID	SeriesID	Title	Theme	ThemeLevel	ThemeID	Comment	RelatedThings
tos1x01	tos	Where No Man Has Gone Before	extrasensory perception	central	446	much made of Gary and Elizabeth having ESP	
tos1x01	tos	Where No Man Has Gone Before	friendship	central	532	Kirk and Gary	Kirk/Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	abuse of real power	central	42	Gary	Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	sacrificing a friend to save one's self	central	1031	Kirk decides to maroon Gary	Kirk
tos1x01	tos	Where No Man Has Gone Before	the lust for power	central	1257	Gary	Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	the need for freedom	central	1290	Gary does not want to be sequestered on a tiny little planet	Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	what if I had to fight to the death	central	1451	Kirk and Gary	Kirk
tos1x01	tos	Where No Man Has Gone Before	facing a fight to the death	central	453	Kirk and Gary	Kirk
tos1x01	tos	Where No Man Has Gone Before	facing a mortal enemy	central	455	Kirk facing Gary	Kirk
tos1x01	tos	Where No Man Has Gone Before	facing an overpowering adversary	central	460	crew facing Gary	
tos1x01	tos	Where No Man Has Gone Before	compassion vs. self-preservation	peripheral	211	discussion and accusation against Spock	
tos1x01	tos	Where No Man Has Gone Before	charting unknown territory	peripheral	179	galactic barrier	
tos1x01	tos	Where No Man Has Gone Before	logic vs. gut feeling	peripheral	704	Spock vs. Kirk over chess	Spock, Kirk
tos1x01	tos	Where No Man Has Gone Before	geometric growth	peripheral	554	Sulu explained Gary's power growing geometrically	
tos1x01	tos	Where No Man Has Gone Before	telekinesis	peripheral	1187	Gary and Elizabeth had telekinetic powers	
tos1x01	tos	Where No Man Has Gone Before	frustration	peripheral	534	Kirk tell Spock he plays a very irritating game of 3D chess	Kirk
tos1x01	tos	Where No Man Has Gone Before	what if I had super intelligence	peripheral	1450	Gary	Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	poetry	peripheral	939	Gary was reading Tarbolde	
tos1x01	tos	Where No Man Has Gone Before	tragic love	peripheral	1369	Gary and Elizabeth	Gary Mitchell, Elizabeth Dehner
tos1x01	tos	Where No Man Has Gone Before	galactic barrier	peripheral	536	all hell breaks loose at the galactic barrier	
tos1x01	tos	Where No Man Has Gone Before	loyalty to a leader	peripheral	720	Gary's loyalty to Kirk called into question	Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	annoyance	peripheral	87	Kirk irritated at Spock over 3D chess game	Kirk
tos1x01	tos	Where No Man Has Gone Before	apprehension	peripheral	97	Kirk about Gary	Kirk
tos1x01	tos	Where No Man Has Gone Before	wrath	peripheral	1518	Gary	Gary Mitchell
tos1x01	tos	Where No Man Has Gone Before	pride	peripheral	951	Gary	Gary Mitchell
tos1x02	tos	The Corbomite Maneuver	cracking under pressure	central	315	Bailey in confrontation with Balok; especially during Sulu's countdown	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	facing an overpowering adversary	central	460	crew at Balok	
tos1x02	tos	The Corbomite Maneuver	diplomatic maneuvering	central	368	Balok and Kirk with their tactics	
tos1x02	tos	The Corbomite Maneuver	appearances can be deceiving	central	96	all-powerful Balok had the body of a todder	
tos1x02	tos	The Corbomite Maneuver	alien with the body of a toddler	central	70	Balok	First Federation
tos1x02	tos	The Corbomite Maneuver	military bluffing	central	778	Kirk to Balok in the spirit of poker	
tos1x02	tos	The Corbomite Maneuver	facing a mortal enemy	central	455	crew face Balok	
tos1x02	tos	The Corbomite Maneuver	charting unknown territory	peripheral	179	Kirk decided to press on to contact the aliens who made the space buoy	
tos1x02	tos	The Corbomite Maneuver	second guessing one's self	peripheral	1047	Kirk about his promotion of Bailey	Kirk
tos1x02	tos	The Corbomite Maneuver	the thirst for knowledge	peripheral	1332	Spock about the aliens appearance	Spock
tos1x02	tos	The Corbomite Maneuver	the qualities of a good leader	peripheral	1309	McCoy and Kirk discuss in light of Kirk's handling of Bailey	Kirk
tos1x02	tos	The Corbomite Maneuver	freezing up in a critical moment	peripheral	531	Bailey at phaser control	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	clash of wills	peripheral	197	Kirk and McCoy	Kirk/McCoy
tos1x02	tos	The Corbomite Maneuver	working together under stress	peripheral	1511	crew under threat from Balok	
tos1x02	tos	The Corbomite Maneuver	cultural exchange	peripheral	326	Bailey volunteers to stay aboard with Balok	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	loyalty to a leader	peripheral	720	Bailey to Kirk	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	desperation	peripheral	358	crew when seems Balok will destroy the Enterprise	
tos1x02	tos	The Corbomite Maneuver	leadership	peripheral	680	Kirk in getting out of the crisis	Kirk
tos1x02	tos	The Corbomite Maneuver	magnanimity in victory	peripheral	730	Kirk to Balok	Kirk
tos1x02	tos	The Corbomite Maneuver	apprehension	peripheral	97	crew over tensions with Balok	
tos1x02	tos	The Corbomite Maneuver	boredom	peripheral	155	Bailey complains they have been star-mapping for three days	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	distraction	peripheral	380	Bailey thrice distracted from his duties	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	fear	peripheral	482	crew of impending destruction	
tos1x02	tos	The Corbomite Maneuver	hospitality	peripheral	600	Balok offers Tranya hospitality	Balok
tos1x02	tos	The Corbomite Maneuver	interest	peripheral	651	Kirk presses on to contact new civilization; Spock to see what Balok looks like	Kirk, Spock
tos1x02	tos	The Corbomite Maneuver	kindness	peripheral	674	Balok rescued by Kirk	Kirk
tos1x02	tos	The Corbomite Maneuver	rage	peripheral	973	Bailey	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	terror	peripheral	1194	Bailey	Dave Bailey
tos1x02	tos	The Corbomite Maneuver	wrath	peripheral	1518	Bailey outburst	Dave Bailey
tos1x03	tos	Mudd's Women	self-confidence	central	1053	Mudd's women	Mudd's women Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	what women want	central	1498	Mudd's women want good husbands	
tos1x03	tos	Mudd's Women	true beauty comes from within	central	1382	Eve's beauty was a result of her own self-confidence	
tos1x03	tos	Mudd's Women	performance enhancing drugs	central	903	the Venus drug	
tos1x03	tos	Mudd's Women	just be yourself	central	667	the drugs	
tos1x03	tos	Mudd's Women	the qualities of a good wife	central	1310	Eve and Ben bickered about them	Eve McHuron
tos1x03	tos	Mudd's Women	the placebo effect	central	1303	the Venus drug turned out to be a placebo	
tos1x03	tos	Mudd's Women	desire vs. conscience	central	356	Mudd's women at taking Venus drug	
tos1x03	tos	Mudd's Women	anti-aging technology	central	89	Venus drug	
tos1x03	tos	Mudd's Women	mail-order brides	central	731	Mudd's women	
tos1x03	tos	Mudd's Women	self-image	central	1056	Mudd's women took the drug to look young again	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	female vanity	central	498	Mudd's women	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	the desire to be beautiful	central	1224	Mudd's women	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	lust	central	724	the crew and miners at Mudd's women	Ben Childress
tos1x03	tos	Mudd's Women	what if I was really beautiful	central	1468	Mudd's women	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	avarice	central	125	Mudd	Harry Mudd
tos1x03	tos	Mudd's Women	the lust for gold	central	1256	Mudd	Harry Mudd
tos1x03	tos	Mudd's Women	vanity	central	1410	Mudd's women	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	resisting a temptation	peripheral	997	Mudd's women at taking Venus drug	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	matrimonial love	peripheral	760	Eve and Childress	Eve McHuron, Ben Childress
tos1x03	tos	Mudd's Women	searchable electronic database	peripheral	1045	command crew looked up Mudd's criminal record on such a database	
tos1x03	tos	Mudd's Women	loneliness	peripheral	705	Eve and Ben	Eve McHuron, Ben Childress
tos1x03	tos	Mudd's Women	integrity	peripheral	647	Eve	Eve McHuron
tos1x03	tos	Mudd's Women	prickliness	peripheral	950	Childress	Ben Childress
tos1x03	tos	Mudd's Women	asteroid belt	peripheral	107	Enterprise chased Mudd through an asteroid belt	
tos1x03	tos	Mudd's Women	fiancée and fiancée	peripheral	500	miner and Eve	Ben Childress/Eve McHuron
tos1x03	tos	Mudd's Women	quacksalvery	peripheral	967	Mudd peddling Venus drug	Harry Mudd
tos1x03	tos	Mudd's Women	coping with time passing you by	peripheral	307	Mudd's women	Eve McHuron, Magda Kovacs, Ruth Bonadventure
tos1x03	tos	Mudd's Women	mental illness	peripheral	770	Mudd was accused of having one	Harry Mudd
tos1x03	tos	Mudd's Women	acceptance	peripheral	43	Childress and Eve of one another	Eve McHuron, Ben Childress
tos1x03	tos	Mudd's Women	anger	peripheral	84	miners	Ben Childress
tos1x03	tos	Mudd's Women	ecstasy	peripheral	407	miners over Mudd's women	Ben Childress
tos1x03	tos	Mudd's Women	jealousy	peripheral	664	miners over Mudd's women	Ben Childress
tos1x04	tos	The Enemy Within	the nature of good and evil	central	1269	Good Kirk vs. Evil Kirk	
tos1x04	tos	The Enemy Within	we need our darker emotions in moderation	central	1433	Kirk needed his darker emotions to some extent to be an effective captain	
tos1x04	tos	The Enemy Within	the qualities of a good leader	central	1309	need compassion with a touch of ruthlessness	Good Kirk
tos1x04	tos	The Enemy Within	personal identity	central	909	is good-Kirk any more the real Kirk than evil-Kirk?	
tos1x04	tos	The Enemy Within	facing one's darker side	central	465	good-Kirk at evil-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	self-confidence	central	1053	good-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	fortitude	central	521	good-Kirk Sulu freezing on the plane	Good Kirk, Sulu
tos1x04	tos	The Enemy Within	what if I met my double	central	1459	good-Kirk at evil-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	the power of thought	central	1305	Good Kirk pleads with Evil Kirk to go through the transporter together in the belief that it will work	
tos1x04	tos	The Enemy Within	leadership	central	680	how is Good Kirk to lead his crew without his darker side?	Good Kirk
tos1x04	tos	The Enemy Within	overcoming a limitation	central	860	good Kirk	Good Kirk
tos1x04	tos	The Enemy Within	wrath	central	1518	evil-Kirk	Evil Kirk
tos1x04	tos	The Enemy Within	rage	central	973	evil-Kirk	Evil Kirk
tos1x04	tos	The Enemy Within	lust	peripheral	724	Evil Kirk at Janice	Evil Kirk
tos1x04	tos	The Enemy Within	gluttony	peripheral	564	saurian brandy	Evil Kirk
tos1x04	tos	The Enemy Within	the need to maintain an image	peripheral	1301	Kirk as captain must	Good Kirk
tos1x04	tos	The Enemy Within	coping with the rigors of command	peripheral	305	Good Kirk stressed about commanding the ship in his condition	Good Kirk
tos1x04	tos	The Enemy Within	compassion	peripheral	210	Good Kirk	Good Kirk
tos1x04	tos	The Enemy Within	man vs. nature	peripheral	742	Sulu on the freezing planet	Sulu
tos1x04	tos	The Enemy Within	coping with post-traumatic stress	peripheral	281	Janice	Janice Rand
tos1x04	tos	The Enemy Within	coping with opposing a friend	peripheral	279	senior staff at Kirk	
tos1x04	tos	The Enemy Within	teleportation device	peripheral	1190	transporter malfunction basis for creation of Good Kirk and Evil Kirk	transporter
tos1x04	tos	The Enemy Within	coping with unwelcome romantic attention	peripheral	308	Janice	Janice Rand
tos1x04	tos	The Enemy Within	acceptance	peripheral	43	good-Kirk and evil-Kirk ultimately accepted one another	Good Kirk, Evil Kirk
tos1x04	tos	The Enemy Within	amazement	peripheral	78	good-Kirk meets evil-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	diligence	peripheral	363	good-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	disgust	peripheral	376	good-Kirk with evil-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	fear	peripheral	482	big deal made of evil-Kirks fears	Evil Kirk
tos1x04	tos	The Enemy Within	hedonism	peripheral	590	evil-Kirk drunken escape	Evil Kirk
tos1x04	tos	The Enemy Within	humility	peripheral	617	good-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	malevolence	peripheral	738	evil-Kirk	Evil Kirk
tos1x04	tos	The Enemy Within	mercy	peripheral	773	good-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	patience	peripheral	893	good-Kirk	Good Kirk
tos1x04	tos	The Enemy Within	ruthlessness	peripheral	1022	evil-Kirk	Evil Kirk
tos1x04	tos	The Enemy Within	sloth	peripheral	1091	evil-Kirk drunken escape	Evil Kirk
tos1x04	tos	The Enemy Within	terror	peripheral	1194	Janice during attempted rape	Janice Rand
tos1x04	tos	The Enemy Within	trust in a potential foe	peripheral	1386	good-Kirk and evil-Kirk ultimately trusted one another	Good Kirk, Evil Kirk
tos1x04	tos	The Enemy Within	vigilance	peripheral	1416	evil-Kirk afoot	
tos1x05	tos	The Man Trap	nostalgic love	central	829	McCoy to Nancy	McCoy
tos1x05	tos	The Man Trap	coping with memories of a lost love	central	276	McCoy over Nancy	McCoy
tos1x05	tos	The Man Trap	old flames	central	838	McCoy and Nancy	McCoy/Nancy Crater
tos1x05	tos	The Man Trap	lamentation over a lost love	central	677	McCoy at Nancy	McCoy
tos1x05	tos	The Man Trap	shapeshifter	central	1072	salt monster	Salt Vampires of Planet M-113
tos1x05	tos	The Man Trap	endangered species	central	416	Kirk mentions how the buffalo went extinct much like the salt creature	Salt Vampires of Planet M-113
tos1x05	tos	The Man Trap	forbidden love	central	516	Robert at salt monster	Robert Crater
tos1x05	tos	The Man Trap	husband and wife	central	618	Robert and Nancy	Robert Crater/Nancy Crater
tos1x05	tos	The Man Trap	the need for companionship	central	1287	Robert with the salt monster	Robert Crater
tos1x05	tos	The Man Trap	depletion of a vital natural resource	central	353	salt	Salt Vampires of Planet M-113
tos1x05	tos	The Man Trap	sentient rights	central	1063	the salt vampire’s right to exist	Salt Vampires of Planet M-113
tos1x05	tos	The Man Trap	coping with the death of a friend	peripheral	294	Spock's lack of a reaction to crewmans death	Spock
tos1x05	tos	The Man Trap	reclusiveness	peripheral	979	Robert	Robert Crater
tos1x05	tos	The Man Trap	the art of flattery	peripheral	1206	Uhuru/Spock about Vulcan having no moon	Uhura, Spock
tos1x05	tos	The Man Trap	survival of one's species	peripheral	1169	salt monster	Nancy Crater
tos1x05	tos	The Man Trap	desperation	peripheral	358	salt monster	Nancy Crater
tos1x05	tos	The Man Trap	prickliness	peripheral	950	Robert	Robert Crater
tos1x05	tos	The Man Trap	love triangle	peripheral	713	Mccoy/Nancy Crate/ Robert Crater	Mccoy/Nancy Crate/ Robert Crater
tos1x05	tos	The Man Trap	archaeology	peripheral	99	Robert excavating salt monster ruins	Robert Crater
tos1x05	tos	The Man Trap	passion for archaeology	peripheral	882	Robert	Robert Crater
tos1x05	tos	The Man Trap	Sophie's choice	peripheral	28	McCoy w.r.t. shooting salt monster or letting it kill Kirk	McCoy
tos1x05	tos	The Man Trap	the ethics of valuing human lives	peripheral	1235	McCoy w.r.t. shooting salt monster or letting it kill Kirk	McCoy
tos1x05	tos	The Man Trap	anger	peripheral	84	Robert	Robert Crater
tos1x05	tos	The Man Trap	annoyance	peripheral	87	Robert at McCoy during medical exam	Robert Crater
tos1x05	tos	The Man Trap	grief	peripheral	572	Robert for Nancy	Robert Crater
tos1x05	tos	The Man Trap	vigilance	peripheral	1416	creature afoot	
tos1x06	tos	The Naked Time	inebriated interaction	central	2128	everyone under the influence of polywater	Kirk, Kevin Riley, Spock, McCoy, Scotty, Sulu, Joe Tormalen, Janice Rand, Scotty
tos1x06	tos	The Naked Time	what if everyone did whatever they wanted	central	1477	everyone under the influence of polywater	Kirk, Kevin Riley, Spock, McCoy, Scotty, Sulu, Joe Tormalen, Janice Rand, Scotty
tos1x06	tos	The Naked Time	hedonism	central	590	entire crew down to the last man	Kirk, Kevin Riley, Spock, McCoy, Scotty, Sulu, Joe Tormalen, Janice Rand, Scotty
tos1x06	tos	The Naked Time	intoxication	central	656	entire crew down to the last man	Kirk, Kevin Riley, Spock, McCoy, Scotty, Sulu, Joe Tormalen, Janice Rand, Scotty
tos1x06	tos	The Naked Time	facing a pandemic	central	456	crew vs. polywater intoxication	
tos1x06	tos	The Naked Time	complacency	central	213	nobody stops ship from spiraling into planet	Kevin Riley
tos1x06	tos	The Naked Time	sloth	central	1091	entire crew down to the last man	Kirk, Kevin Riley, Spock, McCoy, Scotty, Sulu, Joe Tormalen, Janice Rand, Scotty
tos1x06	tos	The Naked Time	facing a ship takeover	central	457	an intoxicated Riley took control of the ship from main engineering	
tos1x06	tos	The Naked Time	coping with the rigors of command	peripheral	305	Kirk	Kirk
tos1x06	tos	The Naked Time	risk taking vs. playing it safe	peripheral	1011	Scotty and Spock over how to save ship	Scotty, Spock
tos1x06	tos	The Naked Time	pleasure in taking exercise	peripheral	935	Sulu with sword fighting	Sulu
tos1x06	tos	The Naked Time	disillusionment	peripheral	377	Tormalen	Joe Tormolen
tos1x06	tos	The Naked Time	despair	peripheral	357	Tormalen	Joe Tormolen
tos1x06	tos	The Naked Time	selfless service	peripheral	1059	Kirk for starfleet	Kirk
tos1x06	tos	The Naked Time	coping with the death of a fellow compatriot	peripheral	292	Tormalen	Joe Tormolen
tos1x06	tos	The Naked Time	unrequited love	peripheral	1403	Christine at Spock	Christine
tos1x06	tos	The Naked Time	delusion of grandeur	peripheral	349	Riley	Kevin Riley
tos1x06	tos	The Naked Time	working together under stress	peripheral	1511	bridge crew to get Riley out of engineering	
tos1x06	tos	The Naked Time	ingenuity	peripheral	641	Scotty with the cold-restart	Scotty
tos1x06	tos	The Naked Time	shame	peripheral	1071	Spock expressed shame to Kirk about being unable to express feelings toward his mother	Spock
tos1x06	tos	The Naked Time	captain and crew's attachment to their ship	peripheral	169	Kirkologue about it	Kirk
tos1x06	tos	The Naked Time	desperation	peripheral	358	the command crew to save the ship	
tos1x06	tos	The Naked Time	coping with unwelcome romantic attention	peripheral	308	Spock from Christine	Spock
tos1x06	tos	The Naked Time	joy	peripheral	666	Christine and Spock; Sulu about fencing; Riley with Irish stuff	Christine, Spock, Sulu, Kevin Riley
tos1x06	tos	The Naked Time	rage	peripheral	973	Tormolen loses it in recroom	Joe Tormolen
tos1x06	tos	The Naked Time	terror	peripheral	1194	space madness	
tos1x06	tos	The Naked Time	wrath	peripheral	1518	Tormolen and other outbursts	Joe Tormolen
tos1x06	tos	The Naked Time	time travel	peripheral	1356	Enterprise traveled back in time seventy one hours	
tos1x07	tos	Charlie X	what if I had magical powers	central	1449	Charlie	Charlie Evans
tos1x07	tos	Charlie X	power corrupts	central	944	superpowers turns Charlie into spoiled brat	Charlie Evans
tos1x07	tos	Charlie X	coping with a spoiled brat	central	243	Kirk with Charlie	Kirk
tos1x07	tos	Charlie X	orphanhood	central	856	Charlie	Charlie Evans
tos1x07	tos	Charlie X	spoiled brat	central	1134	Charlie	Charlie Evans
tos1x07	tos	Charlie X	the nature of children	central	1264	Charlie	Charlie Evans
tos1x07	tos	Charlie X	first crush	central	505	Charlie on Janice	Charlie Evans
tos1x07	tos	Charlie X	role models	central	1017	Kirk for Charlie	Kirk
tos1x07	tos	Charlie X	clash of wills	central	197	Kirk/Charlie	Kirk/Charlie Evans
tos1x07	tos	Charlie X	coping with rejection	central	283	Charlie by enslaving mankind	Charlie Evans
tos1x07	tos	Charlie X	belonging	central	136	Charlie	Charlie Evans
tos1x07	tos	Charlie X	guardian and child	central	575	Kirk/Charlie	Kirk/Charlie Evans
tos1x07	tos	Charlie X	the need to be treated with respect	central	1298	Charlie	Charlie Evans
tos1x07	tos	Charlie X	abuse of real power	central	42	Charlie snapped a guy out of exietence	Charlie Evans
tos1x07	tos	Charlie X	unrequited love	central	1403	Charlie at Janice	Charlie Evans
tos1x07	tos	Charlie X	adolescence	central	49	Charlie	Charlie Evans
tos1x07	tos	Charlie X	loathing	central	700	Charlie for adults not indulging him	Charlie Evans
tos1x07	tos	Charlie X	facing an overpowering adversary	central	460	crew vs. Charlie	
tos1x07	tos	Charlie X	standing up to a bully	peripheral	1139	Kirk stands up to Charlie	Kirk
tos1x07	tos	Charlie X	alien point of view	peripheral	66	Charlie is baffled by doors and women etc.	Charlie Evans
tos1x07	tos	Charlie X	incorporeal alien	peripheral	632	Thasians	Thasian
tos1x07	tos	Charlie X	child's point of view	peripheral	184	Charlie X	Charlie Evans
tos1x07	tos	Charlie X	social awkwardness	peripheral	1095	Charlie learns	Charlie Evans
tos1x07	tos	Charlie X	tough love	peripheral	1365	Kirk with Charlie	Kirk
tos1x07	tos	Charlie X	rudeness	peripheral	1020	Charlie	Charlie Evans
tos1x07	tos	Charlie X	discipline of a child	peripheral	371	Kirk to Charlie	Kirk
tos1x07	tos	Charlie X	childishness	peripheral	187	Charlie	Charlie Evans
tos1x07	tos	Charlie X	lesson in humility	peripheral	686	Charlie by Kirk	Charlie Evans
tos1x07	tos	Charlie X	coping with unwelcome romantic attention	peripheral	308	Janice from Charlie	Janice Rand
tos1x07	tos	Charlie X	pride	peripheral	951	Charlie	Charlie Evans
tos1x07	tos	Charlie X	compassion	peripheral	210	all to Charlie; especially Janice	Janice Rand
tos1x07	tos	Charlie X	cruelty	peripheral	321	Charlie	Charlie Evans
tos1x07	tos	Charlie X	hospitality	peripheral	600	all to Charlie	
tos1x07	tos	Charlie X	kindness	peripheral	674	all to Charlie	
tos1x07	tos	Charlie X	lust	peripheral	724	Charlie at Janice	Charlie Evans
tos1x07	tos	Charlie X	patience	peripheral	893	all to Charlie	
tos1x07	tos	Charlie X	rage	peripheral	973	Charlie outbursts	Charlie Evans
tos1x07	tos	Charlie X	sadism	peripheral	1034	Charlie did some nasty things	Charlie Evans
tos1x07	tos	Charlie X	wrath	peripheral	1518	Charlie	Charlie Evans
tos1x08	tos	Balance of Terror	military tactics	central	782	legendary cat and mouse game between Federation and Romulan starships	
tos1x08	tos	Balance of Terror	ethnic hatred	central	427	Humans and Romulans	
tos1x08	tos	Balance of Terror	facing a mortal enemy	central	455	Kirk at Romulan commander	
tos1x08	tos	Balance of Terror	the horrors of war	central	1245	Romulan commander laments	
tos1x08	tos	Balance of Terror	starship invisibility cloak	central	1141	Robmulan Bird-of-Prey	
tos1x08	tos	Balance of Terror	mutual respect	central	812	Kirk/Romulan commander	Kirk/unnamed Romulan commander of tos1x08
tos1x08	tos	Balance of Terror	respect for an enemy	central	998	Kirk at Romulan commander and vice versa	Kirk/unnamed Romulan commander of tos1x08
tos1x08	tos	Balance of Terror	exceedingly devious alien	central	432	Romulan	Romulan
tos1x08	tos	Balance of Terror	playing dead tactic	peripheral	922	Enterprise played dead	Romulan
tos1x08	tos	Balance of Terror	enemy point of view	peripheral	417	Romulan vs. humans	Romulan
tos1x08	tos	Balance of Terror	risk taking vs. playing it safe	peripheral	1011	to enter the neutral zone or not	Kirk
tos1x08	tos	Balance of Terror	bigotry in society	peripheral	139	Stiles	
tos1x08	tos	Balance of Terror	racism in society	peripheral	971	Stiles	
tos1x08	tos	Balance of Terror	xenophobia in society	peripheral	1520	Stiles	
tos1x08	tos	Balance of Terror	prejudice	peripheral	947	Stiles	Andrew Stiles
tos1x08	tos	Balance of Terror	resentment	peripheral	995	Stiles	Andrew Stiles
tos1x08	tos	Balance of Terror	the vastness of the universe	peripheral	1338	McCoy waxed poetical about it to Kirk	
tos1x08	tos	Balance of Terror	coping with the death of a fiancée	peripheral	293	Angela	Angela Martine
tos1x08	tos	Balance of Terror	matrimonial love	peripheral	760	Robert and Angela	Angela Martine, Robert Tomlinson
tos1x08	tos	Balance of Terror	second guessing one's self	peripheral	1047	Kirk said what if I'm wrong	Kirk
tos1x08	tos	Balance of Terror	the desire for glory	peripheral	1217	Decius wanted to attack the Enterprise in the name of glory	Decius
