StoryID	Title	Summary	Director	Writer	AirDate	SeriesID	Season	Episode	ObjectCharacters	MainCharacters	MinorCharacters
tos3x23	All Our Yesterdays	Kirk , Spock , and McCoy are trapped in the past on a world threatened by a nova .  	Marvin Chomsky	Jean Lisette Aroeste	1969-03-14	tos	3	23		James T. Kirk, Spock, Leonard McCoy, Mr. Atoz, Zarabeth	Prosecutor
tos3x24	Turnabout Intruder	Kirk's consciousness becomes trapped in the body of a woman bent on killing him and taking over his command while inhabiting his body.  	Herb Wallerstein	Gene Roddenberry	1969-06-03	tos	3	24	James T. Kirk		Spock, Leonard McCoy, Montgomery Scott, Arthur Coleman
tas1x01	Beyond the Farthest Star	While exploring on the outermost rim of the galaxy the USS Enterprise is pulled into the orbit of a dead star. Trapped there, the crew discovers that there is an ancient derelict pod ship trapped with them as well. Kirk and crew beam aboard the huge starship and learn it was once home to an insect race. They also learn that the ship's crew self-destructed rather than carry a malevolent entity to other worlds. The entity is still alive and it beams aboard the Enterprise. Captain Kirk must find a way to get rid of the invader, without destroying his ship in the process.  	Hal Sutherland	Samuel A. Peeples	1973-09-08	tas	1	1		James T. Kirk, Spock, unnamed TAS1x01 alien	Hikaru Sulu, Nyota Uhura, Montgomery Scott, Leonard McCoy
tas1x02	Yesteryear	Spock must travel to the past to rescue his younger self from danger.  	Hal Sutherland	D. C. Fontana	1973-09-15	tas	1	2	Spock	Spock (young)	James T. Kirk, Leonard McCoy, Sarek, Vulcan healer, Amanda Grayson
tas1x03	One of Our Planets Is Missing	The Enterprise encounters a giant cloud creature that feeds on the energy of the planets that lie in its path. They determine it is heading for Mantilles, home to a Federation colony governed by former Starfleet officer Bob Wesley (featured in the ST/TOS episode " The Ultimate Computer )".  	Hal Sutherland	Marc Daniels	1973-09-22	tas	1	3		James T. Kirk, Spock, Scott	Leonard McCoy, Bob Wesley
tas1x04	The Lorelei Signal	Investigating a sector of space where starships have disappeared every 27 years, the Enterprise finds a race of beautiful women living on the planet Taurus II. While in the Taurean system signals begin to affect the male crew, causing them to hallucinate. Captain Kirk, Spock, Doctor McCoy , and Lieutenant Carver beam down to the source of the signals. After arriving on the planet they are taken prisoner by the Taurean women. The landing party begins to age rapidly as a result of life-draining headbands they are forced to wear. On board the Enterprise, Uhura has taken command due to Scotty's irrational behavior. Uhura orders an all-female landing party to transport down to rescue the men.  	Hal Sutherland	Margaret Armen	1973-09-29	tas	1	4		James T. Kirk, Spock, Leonard McCoy, Theela	Nyota Uhura, Christine Chapel, Montgomery Scott
tas1x05	More Tribbles, More Troubles	While the USS Enterprise escorts two robot cargo ships carrying quintotriticale, a new seed grain, to famine stricken Sherman's Planet, it encounters a Klingon battlecruiser pursuing a Federation scout ship. When the Enterprise rescues the pilot, the Klingons attack with a new energy weapon and demand that the pilot be handed over to them. The pilot turns out to be Cyrano Jones, an intergalactic trader well known to Kirk and crew from " The Trouble With Tribbles ". The Klingons desperately want Jones for introducing the tribble to Klingon planets where it has become a major pest, and for stealing a glommer, an animal the Klingons were breeding to prey on the tribble. Kirk expresses sympathy for the Klingons' plight but refuses to hand over Jones, a Federation citizen. Jones is now selling tribbles genetically engineered to omit their ordinarily unrestrained multiplicative proclivities. Dr. McCoy discovers that although Jones' "new" tribbles don't reproduce, they still have ravenous appetites. Instead of reproducing, they now grow hugely fat. Kirk and Spock manage to counter the Klingon weapon. Now at a disadvantage, the Klingons offer to settle for just the glommer. Kirk agrees and returns it—along with several well-fed (and huge) tribbles that scare it away. McCoy injects the remaining tribbles on the Enterprise with a serum to slow down their metabolic rate. They are finally "safe".  	Hal Sutherland	David Gerrold	1973-10-06	tas	1	5	James T. Kirk	Cyrano Jones	Spock, Leonard McCoy, Montgomery Scott, Koloth
tas1x06	The Survivor	Patrolling near the Romulan Neutral Zone , the USS Enterprise finds a ship manned by Carter Winston, a Federation citizen and philanthropist who has been missing for five years.  	Hal Sutherland	James Schmerer	1973-10-13	tas	1	6	Carter Winston, Anne Nored	James T. Kirk	Spock, Leonard McCoy
tas1x07	The Infinite Vulcan	While visiting the newly discovered planet Phylos, Lt. Sulu picks up a walking plant, called a Retlaw, and is poisoned. The alien species that inhabit the planet, who are plantlike beings, approach and save Sulu's life. From them the crew discovers that most of the Phylosians were wiped out by a plague brought to the planet by Dr. Keniclius, a Terran scientist who survived Earth's Eugenics Wars . A giant clone of Keniclius, named Keniclius Five, kidnaps Mr. Spock in order to clone him and create an intergalactic peacemaker, at the expense of the original Spock's life. (Although Kirk never actually says "Beam me up, Scotty" in the series, in this episode he does say "Beam us up, Scotty.")  	Hal Sutherland	Walter Koenig	1973-10-20	tas	1	7	Spock	James T. Kirk, Stavos Keniclius 5	Agmar, Leonard McCoy, Hikaru Sulu, Montgomery Scott
tas1x08	The Magicks of Megas-Tu	While exploring near the center of the galaxy, the USS Enterprise is caught inside an energy/matter vortex and all her computer systems fail. A being named Lucien appears on the bridge, repairs the ship's systems and takes the crew to explore his planet, Megas-Tu. On this planet, magic and witchcraft are quite normal. The Megans are an ageless species that had, at one time, lived on Earth, and were responsible for the legends about witches. Lucien, their guide, is in reality the Lucifer of Earth mythology.  	Hal Sutherland	Larry Brody	1973-10-27	tas	1	8	Lucien	James T. Kirk	Spock, Leonard McCoy, Megan
tas1x09	Once Upon a Planet	The Enterprise crew revisits the "amusement park" planet first seen in the Classic Trek episode " Shore Leave " hoping for some rest and relaxation. The crew discover the planet's Keeper is now dead and the untended machinery is constructing dangerous images from the crew members' thoughts. Lt. Uhura is captured by the planet's master computer, who in the wake of the Keeper's death, resents being made to serve humans. After a number of unpleasant adventures and narrow escapes, Kirk succeeds in interviewing the angry computer. He convinces it that its best course is to resume business as usual, as it will be rewarded with social contact by the many guests attracted by the planet's facilities and can, in time, learn everything it could possibly want to without even being put to the inconvenience of leaving its home planet.  	Hal Sutherland	Chuck Menville and Len Janson	1973-11-03	tas	1	9		James T. Kirk, Nyota Uhura, Shore Leave Planet Computer	Hikaru Sulu, Leonard McCoy, Spock, Montgomery Scott
tas1x10	Mudd's Passion	The USS Enterprise receives orders to arrest Federation outlaw Harry Mudd , who is accused of selling fake love crystals. Intercepting Harry on the mining colony of Motherlode, they bring him aboard the Enterprise .  	Hal Sutherland	Stephen Kandel	1973-11-10	tas	1	10	Spock, Christine Chapel, Harry Mudd		James T. Kirk
tas1x11	The Terratin Incident	While observing a burnt-out supernova, the USS Enterprise picks up a strange message transmitted in a two-hundred-year-old code.  	Hal Sutherland	Paul Schneider	1973-11-17	tas	1	11		James T. Kirk	Spock
tas1x12	The Time Trap	While exploring the Delta Triangle, where many starships have disappeared, the USS Enterprise is attacked by several Klingon vessels. During the battle they are caught in an ion storm. The Enterprise and one Klingon battlecruiser are drawn into a spacetime vortex and end up in a timeless dimension.  	Hal Sutherland	Joyce Perry	1973-11-24	tas	1	12		James T. Kirk, Kor, Xerius	Spock, Leonard McCoy, Montgomery Scott
tas1x13	The Ambergris Element	While exploring the water planet Argo, Captain Kirk and Mr. Spock are transformed into water breathers by the planet's undersea inhabitants, the Aquans. In order to return to their normal selves, they must enlist the help of the Aquans to capture a giant sur-snake, whose venom holds the antidote.  	Hal Sutherland	Margaret Armen	1973-12-01	tas	1	13		James T. Kirk, Spock, Rila	Montgomery Scott, Leonard McCoy
tas1x14	The Slaver Weapon	In the shuttlecraft Copernicus , Mr. Spock, Uhura, and Sulu are en-route to Starbase 25 to deliver a stasis box—a rare artifact of the Slaver culture when the Kzinti intervene.  	Hal Sutherland	Larry Niven	1973-12-15	tas	1	14		Spock, Nyota Uhura, Hikaru Sulu, Chuft Captain	Kzinti telepath
tas1x15	The Eye of the Beholder	The disappearance of a scientific team lures the USS Enterprise to investigate near Lactra VII. The starship Ariel is located there, abandoned, with its captain having transported to the planet's surface. The Enterprise crew beams down to discover a series of unusual environments. On the planet the crew meets the Lactrans, a group of twenty foot slugs with intelligent capacities far beyond their own. The team is captured by the Lactrans to be made part of a zoo collection.  	Hal Sutherland	David P. Harmon	1974-01-05	tas	1	15		James T. Kirk, Spock, Leonard McCoy	Montgomery Scott, Randi Bryce, Tom Markel
tas1x16	The Jihad	The USS Enterprise arrives at the Vedala asteroid, where Captain Kirk and Mr. Spock have been summoned to learn about a stolen religious artifact, the "Soul of the Skorr", whose theft could ignite a galactic holy war.  	Hal Sutherland	Stephen Kandel	1974-01-12	tas	1	16	James T. Kirk, Spock	Tchar	Sord, Lara, Em3Green
tas2x01	The Pirates of Orion	Spock contracts a fatal illness, and the cure can only be found with dangerous Orion pirates .  	Hal Sutherland	Howard Weinstein	1974-09-07	tas	2	1	Spock	James T. Kirk	Leonard McCoy, Orion captain
tas2x02	Bem	The Enterprise crew is taken captive by a race of primitives on a newly discovered planet.  	Hal Sutherland	David Gerrold	1974-09-14	tas	2	2	Ari bn Bem	James T. Kirk, Spock	Leonard McCoy, Montgomery Scott, Nyota Uhura
tas2x03	The Practical Joker	A strange energy field causes the Enterprise computer to play practical jokes on the crew, but the humor soon turns to danger.  	Hal Sutherland	Chuck Menville	1974-09-21	tas	2	3		James T. Kirk, Spock, Enterprise computer	Leonard McCoy, Nyota Uhura, Hikaru Sulu, Montgomery Scott
tas2x04	Albatross	Doctor McCoy is arrested for allegedly causing a deadly plague which once ravaged the planet Dramia.  	Hal Sutherland	Dario Finelli	1974-09-28	tas	2	4	Leonard McCoy	James T. Kirk	Spock, Kol-tai, Demos
tas2x05	How Sharper Than a Serpent's Tooth	A mysterious being threatens to destroy the Enterprise if the crew is unable to solve an ancient puzzle.  	Bill Reed	Russell Bates and David Wise	1974-10-05	tas	2	5	Kukulkan	James T. Kirk	Montgomery Scott, Leonard McCoy, Mr. Walkingbear, Spock
tas2x06	The Counter-Clock Incident	An unusual spaceship pulls the Enterprise into a "negative universe " where time seems to flow backwards.  	Bill Reed	John Culver	1974-10-12	tas	2	6		James T. Kirk, Robert April, Karla Five	Spock, Leonard McCoy, Sarah April
tng1x01	Encounter at Farpoint	The new starship Enterprise begins her maiden voyage by uncovering the mysteries of an advanced space station. The crew's mission is threatened by an omnipotent being named Q , who puts them (and specifically, Captain Jean-Luc Picard ) on trial for the crimes of all humanity.  	Corey Allen	D. C. Fontana and Gene Roddenberry	1987-09-28	tng	1	1	Jean-Luc Picard, Q	Groppler Zorn	Natasha Yar, William T. Riker, Deanna Troi, Data, Worf, Beverly Crusher, Wesley Crusher, Geordi La Forge
tng1x02	Encounter at Farpoint	The new starship Enterprise begins her maiden voyage by uncovering the mysteries of an advanced space station. The crew's mission is threatened by an omnipotent being named Q , who puts them (and specifically, Captain Jean-Luc Picard ) on trial for the crimes of all humanity.  	Corey Allen	D. C. Fontana and Gene Roddenberry	1987-09-28	tng	1	2			
tng1x03	The Naked Now	A mysterious, communicable contaminant causes the crew to experience symptoms similar to alcohol intoxication.  	Paul Lynch	John D. F. Black and J. Michael Bingham	1987-10-05	tng	1	3		Jean-Luc Picard, Wesley Crusher, Data, Beverly Crusher	William T. Riker, Natasha Yar, Geordi La Forge, Jim Shimoda
tng1x04	Code of Honor	Lt. Yar is abducted by the leader of a people who abide by a strict code of honor, which requires her participation in a fight to the death.  	Russ Mayberry	Katharyn Powers and Michael Baron	1987-10-12	tng	1	4	Natasha Yar	Jean-Luc Picard, Lutan	William T. Riker, Deanna Troi, Beverly Crusher, Data, Geordi La Forge, Hagon, Yareena
tng1x05	The Last Outpost	An unknown force immobilizes the Enterprise during the Federation's first encounter with a new alien threat—the Ferengi .  	Richard Colla	Richard Krzmeien	1987-10-19	tng	1	5		William T. Riker, Jean-Luc Picard, Tog	Data, Worf, Geordi La Forge, Natasha Yar, Portal 6-3
tng1x06	Where No One Has Gone Before	Warp efficiency tests send the Enterprise traveling far beyond known space, where the crew's imagination takes on real form. First appearance of Eric Menyuk as The Traveler.  	Rob Bowman	Diane Duane and Michael Reaves	1987-10-26	tng	1	6	Wesley Crusher	The Traveler, Jean-Luc Picard, Kosinski	William T. Riker, Argyle, Beverly Crusher, Yvette Picard
tng1x07	Lonely Among Us	An alien entity possesses Dr. Crusher , Worf , and Picard while the Enterprise is transporting delegates from two feuding planets.  	Cliff Bole	Michael Halperin	1987-11-02	tng	1	7	Jean-Luc Picard		Data, Worf, William T. Riker, Beverly Crusher, Geordi La Forge, Deanna Troi, Badar N'D'D, Ssestar
tng1x08	Justice	Wesley breaks an idyllic world's trivial law by accidentally stepping on flowers and faces the death sentence.  	James L. Conway	Ralph Willis and Worley Thorne	1987-11-09	tng	1	8		Wesley Crusher, Jean-Luc Picard, Rivan, Liator	Deanna Troi, Natasha Yar, William T. Riker, Worf, Beverly Crusher
tng1x09	The Battle	A Ferengi captain returns the abandoned Stargazer to its former captain, Jean-Luc Picard . Picard, who experiences severe headaches, begins to relive the "Battle of Maxia" in which he lost the ship. Guest star Frank Corsentino as DaiMon Bok.  	Rob Bowman	Larry Forrester	1987-11-16	tng	1	9	Jean-Luc Picard	Bok	Beverly Crusher, Deanna Troi, William T. Riker, Kazago
tng1x10	Hide and Q	Q returns to the Enterprise to tempt Commander Riker into joining the Q Continuum with the lure of Q's powers.  	Cliff Bole	C.J. Holland	1987-11-23	tng	1	10	William T. Riker, Q		Jean-Luc Picard, Data, Worf, Geordi La Forge, Natasha Yar,  unnamed Klingon female of tng1x10
tng1x11	Haven	Lwaxana Troi visits her daughter, Counselor Troi , and prepares her for an arranged marriage .  	Richard Compton	Tracy Tormé and Lan O'Kun	1987-11-30	tng	1	11	Deanna Troi	William T. Riker, Lwaxana Troi	Wyatt Miller, Victoria Miller, Steven Miller, Jean-Luc Picard, Mr. Homn
tng1x12	The Big Goodbye	A computer malfunction traps Picard , Data , Beverly , and Whalen in a Dixon Hill holodeck program set in early-20th-century Earth.  	Joseph L. Scanlan	Tracy Tormé	1988-01-11	tng	1	12	Jean-Luc Picard		Beverly Crusher, Whalen, Data, William T. Riker
tng1x13	Datalore	The Enterprise crew finds a disassembled android identical to Data at the site of the Omicron Theta colony—where Data was found—which was destroyed by a life form dubbed "the Crystalline Entity ." The reassembled android, Lore , brings the Crystalline Entity to the Enterprise .  	Rob Bowman	Robert Lewin and Maurice Hurley	1988-01-18	tng	1	13	Data, Lore		Wesley Crusher, Jean-Luc Picard, Beverly Crusher, William T. Riker
tng1x14	Angel One	The Enterprise visits a world dominated by women to rescue survivors of a downed freighter.  	Michael Rhoades	Patrick Barry	1988-01-25	tng	1	14	William T. Riker	Beata, Beverly Crusher	Jean-Luc Picard, Deanna Troi, Natasha Yar, Data, Geordi La Forge, Ramsey, Ariel, Trent
tng1x15	11001001.0	Bynars upgrade the Enterprise ' s computers in spacedock . Riker and Picard become distracted by a surprisingly realistic holodeck character.  	Paul Lynch	Maurice Hurley and Robert Lewin	1988-02-01	tng	1	15		Jean-Luc Picard, William T. Riker, Minuet, One Zero, Zero One	Data, Geordi La Forge
tng1x16	Too Short a Season	The Enterprise transports a legendary geriatric admiral who must once again negotiate a hostage situation involving a man from decades earlier in his career. The admiral however, is mysteriously growing younger the farther along their mission progresses.  	Rob Bowman	Michael Michaelian	1988-02-08	tng	1	16	Mark Jameson	Jean-Luc Picard	Karnas, Beverly Crusher, Anne Jameson
tng1x17	When The Bough Breaks	A planet formerly existing only in legend uncloaks and requests help from the Enterprise . Planet's inhabitants are sterile and want to adopt children from the Enterprise —by force, if necessary.  	Kim Manners	Hannah Louise Shearer	1988-02-15	tng	1	17		Jean-Luc Picard, Wesley Crusher, Radu	William T. Riker, Beverly Crusher, Rashella, Harry Bernard Sr., Harry Bernard Jr., Toya, Alexandra
tng1x18	Home Soil	The crew of the Enterprise discovers a crystalline lifeform with murderous intelligence that has been killing the scientists on a terraforming project.  	Corey Allen	Karl Geurs  and  Ralph Sanchez and Robert Sabaroff	1988-02-22	tng	1	18	Kurt Mandl	Jean-Luc Picard	William T. Riker, Data, Luisa Kim, Beverly Crusher
tng1x19	Coming of Age	While Wesley takes a Starfleet Academy entrance exam, the senior staff of the Enterprise are placed under investigation by Starfleet .  	Mike Vejar	Sandy Fries	1988-03-14	tng	1	19	Jean-Luc Picard, Wesley Crusher	Dexter Remmick	Chang, Oliana Mirren, Mordock, T'Shanik, Jake Kurland, William T. Riker
tng1x20	Heart of Glory	Fugitive Klingons seeking battle attempt to hijack the Enterprise , and ask Worf to join them.  	Rob Bowman	Maurice Hurley and Herbert Wright  and  D. C. Fontana	1988-03-21	tng	1	20	Worf	Korris, Konmel	Jean-Luc Picard, William T. Riker, Data, Geordi La Forge, Kunivas
tng1x21	The Arsenal of Freedom	Trapped on the surface of an abandoned planet, an away team becomes unwitting participants in the demonstration of an advanced weapons system.  	Les Landau	Maurice Hurley and Robert Lewin	1988-04-11	tng	1	21		Jean-Luc Picard, Beverly Crusher, Geordi La Forge	William T. Riker, Natasha Yar, Data, Logan
tng1x22	Symbiosis	Picard tries to mediate a trade dispute between two neighboring planets, one of which is the sole supplier of a drug to treat the other's apparently fatal disease.  	Win Phelps	Robert Lewin	1988-04-18	tng	1	22		Jean-Luc Picard, Romas, T'Jon, Langor, Sobi	William T. Riker, Natasha Yar
tng1x23	Skin of Evil	An evil, tar-like creature holds Troi hostage on an alien world. During the rescue mission, one of the Enterprise crew is killed.  	Joseph L. Scanlan	Joseph Stefano	1988-04-25	tng	1	23	Natasha Yar	Jean-Luc Picard, Armus, Deanna Troi	William T. Riker, Beverly Crusher, Data
tng1x24	We'll Always Have Paris	Picard meets an old flame, whose husband has been affected by an accident involving a dimensional experiment.  	Robert Becker	Deborah Dean Davis and Hannah Louise Shearer	1988-05-02	tng	1	24	Jean-Luc Picard	Data, Jenice Manheim	Beverly Crusher, Paul Manheim
tng1x25	Conspiracy	The strange behavior of high-ranking officers—which earlier prompted the investigation of the crew (in " Coming of Age ")—leads Picard to uncover a conspiracy within Starfleet .  	Cliff Bole	Robert Sabaroff	1988-05-09	tng	1	25	Jean-Luc Picard	William T. Riker	Gregory Quinn, Data, Rixx, Savar, Dexter Remmick, Walter Keel, Tryla Scott
tng1x26	The Neutral Zone	A derelict satellite is found containing cryonically frozen humans from the 21st century as the Enterprise is sent to investigate the destruction of outposts near Romulan space.  	James L. Conway	Deborah McIntyre  and  Mona Clee	1988-05-16	tng	1	26		Jean-Luc Picard, Data, Clare Raymond, Ralph Offenhouse, L.Q. Sonny Clemonds	Beverly Crusher, William T. Riker
tng2x01	The Child	Dr. Pulaski joins the Enterprise while La Forge prepares the Enterprise to transport dangerous plague specimens; Deanna spontaneously becomes pregnant and gives birth to a mysterious child.  	Rob Bowman	Jaron Summers  and  Jon Povill and Maurice Hurley	1988-11-21	tng	2	1	Deanna Troi, Ian	Katherine Pulaski	Jean-Luc Picard, William T. Riker, Wesley Crusher
tng2x02	Where Silence Has Lease	The Enterprise becomes trapped in a spatial phenomena. Here they are subjected to unusual experiments by the whim of a being unlike any they've encountered before.  	Winrich Kolbe	Jack B. Sowards	1988-11-28	tng	2	2		Jean-Luc Picard, Nagilum	William T. Riker, Worf, Data, Haskell
tng2x03	Elementary, Dear Data	After Data easily solves an ordinary Sherlock Holmes holodeck mystery, Geordi asks the computer to make a Holmes villain capable of defeating him. The resultant Professor Moriarty soon becomes far more powerful than expected.  	Rob Bowman	Brian Alan Lane	1988-12-05	tng	2	3	Data, James Moriarty		Jean-Luc Picard, Geordi La Forge, Katherine Pulaski
tng2x04	The Outrageous Okona	The Enterprise is caught up in the schemes of a flamboyant space rogue on the run, while Data explores humor with the help of a holodeck comedian (played by Joe Piscopo ).  	Robert Becker	Les Menchen  and  Lance Dickson  and  David Landsberg	1988-12-12	tng	2	4	Thadiun Okona	Data	Jean-Luc Picard, Data, Guinan, William T. Riker, Debin, Kushell, Yanar, Benzan
tng2x05	Loud As A Whisper	The Enterprise hosts a deaf, telepathic ambassador who mediates difficult peace negotiations with the assistance of his trio of telepathic interpreters.  	Larry Shaw	Jacqueline Zambrano	1989-01-09	tng	2	5	Riva	Deanna Troi	Jean-Luc Picard, William T. Riker, Geordi La Forge, Riva's chorus
tng2x06	The Schizoid Man	Brilliant scientist Dr. Ira Graves cheats death by uploading his memories and personality into the android Data .  	Les Landau	Richard Manning  and  Hans Beimler	1989-01-23	tng	2	6	Data	Ira Graves	Jean-Luc Picard, Kareen Brianon, Deanna Troi
tng2x07	Unnatural Selection	The Enterprise receives a distress call from the USS Lantree, discovering their crew has apparently died of old age. The race is on to solve the mystery before scientists on a research colony suffer the same fate.  	Paul Lynch	John Mason and Mike Gray	1989-01-30	tng	2	7	Katherine Pulaski	Sara Kingsley	Jean-Luc Picard, Deanna Troi, Data
tng2x08	A Matter Of Honor	Riker is assigned to a Klingon vessel via an officer exchange program between the Federation and the Klingon Empire.  	Rob Bowman	Wanda M. Haight  and  Gregory Amos and Burton Armus	1989-02-06	tng	2	8	William T. Riker	Mendon	Wesley Crusher, Jean-Luc Picard, Kargan, Klag, Vekma
tng2x09	The Measure Of A Man	When Data refuses orders to be dismantled for research purposes, a hearing is convened to determine if he is a legal citizen or property of the Federation . Guest stars Amanda McBroom as JAG Philippa Louvois.  	Robert Scheerer	Melinda M. Snodgrass	1989-02-13	tng	2	9	Data	Jean-Luc Picard, Bruce Maddox	Philipa Louvois, William T. Riker
tng2x10	The Dauphin	When the Enterprise hosts the young leader of Daled IV, Wesley soon finds himself falling in love with her. Guest stars Paddi Edwards as Anya.  	Rob Bowman	Scott Rubenstein  and  Leonard Mlodinow	1989-02-20	tng	2	10	Wesley Crusher	Salia	William T. Riker, Geordi La Forge, Worf, Anya
tng2x11	Contagion	A dangerous alien computer virus runs rampant through the Enterprise after causing the destruction of her sister ship, the USS Yamato.  	Joseph L. Scanlan	Steve Gerber  and  Beth Woods	1989-03-20	tng	2	11	Jean-Luc Picard	Data	Geordi La Forge, William T. Riker, Donald Varley
tng2x12	The Royale	Riker , Worf , and Data investigate a structure on the surface of an icy gas giant , which appears to be a hotel from 20th century Earth.  	Cliff Bole	Keith Mills	1989-03-27	tng	2	12		William T. Riker, Data, Worf	Jean-Luc Picard, Geordi La Forge, bellboy, assistant manager, Texas, Vanessa
tng2x13	Time Squared	Picard encounters his future self, when the Enterprise becomes caught in a time loop.  	Joseph L. Scanlan	Kurt Michael Bensmiller	1989-04-03	tng	2	13	Jean-Luc Picard		Data, William T. Riker, Katherine Pulaski, Deanna Troi, Geordi La Forge
tng2x14	The Icarus Factor	Riker 's estranged father visits to brief him on the command he's been offered, and Worf's friends discover he is about to miss an important Klingon rite of passage.  	Robert Iscove	David Assael	1989-04-24	tng	2	14	William T. Riker, Kyle Riker		Worf, Wesley Crusher, Geordi La Forge, Katherine Pulaski, Data
tng2x15	Pen Pals	The Prime Directive is threatened when Data befriends the child of a pre-warp planet.  	Winrich Kolbe	Hannah Louise Shearer	1989-05-01	tng	2	15	Data	Sarjenka, Wesley Crusher	Jean-Luc Picard, William T. Riker, Davies
tng2x16	Q Who	Q flings the Enterprise 7,000 light years beyond Federation space and introduces them to the deadly Borg .  	Rob Bowman	Maurice Hurley	1989-05-08	tng	2	16	Jean-Luc Picard, Q		Geordi La Forge, Sonya Gomez, Guinan, William T. Riker
tng2x17	Samaritan Snare	A group of seemingly dimwitted aliens, the Pakleds , kidnap Geordi to "make their ship go".  	Les Landau	Robert L. McCullough	1989-05-15	tng	2	17	Geordi La Forge	Jean-Luc Picard, Wesley Crusher, Grebnedlog, Reginod	William T. Riker, Katherine Pulaski
tng2x18	Up The Long Ladder	Picard must find a way to bring two radically incompatible cultures together, lest both of them suffer extinction.  	Winrich Kolbe	Melinda M. Snodgrass	1989-05-22	tng	2	18		Jean-Luc Picard, Danilo Odell, Brenna Odell, Wilson Granger	William T. Riker, Worf, Katherine Pulaski
tng2x19	Manhunt	Deanna 's mother is in the market for a new husband, and she's set her sights on Picard .  	Rob Bowman	Terry Devereaux	1989-06-19	tng	2	19	Lwaxana Troi	Jean-Luc Picard	Deanna Troi
tng2x20	The Emissary	Worf 's former lover comes aboard Enterprise to help deal with ship of Klingon sleeper agents unaware they are no longer at war.  	Cliff Bole	Richard Manning  and  Hans Beimler and Thomas H. Calder	1989-06-26	tng	2	20	Worf, K'Ehleyr		Jean-Luc Picard, Deanna Troi
tng2x21	Peak Performance	The Enterprise and USS Hathaway face off in simulated combat maneuvers. Data fails to beat a humanoid at a game of Strategema and exhibits self-doubt.  	Robert Scheerer	David Kemper	1989-07-10	tng	2	21		William T. Riker, Jean-Luc Picard, Sirna Kolrami, Data	Worf, Wesley Crusher, Geordi La Forge, Data, Katherine Pulaski, Deanna Troi, Bractor
tng2x22	Shades of Gray	Riker is poisoned into a coma where he relives various moments of his service aboard the Enterprise . (Clip show as a result of the 1988 Writers Guild of America strike .)  	Rob Bowman	Maurice Hurley	1989-07-17	tng	2	22	William T. Riker	Katherine Pulaski, Deanna Troi	Jean-Luc Picard, Geordi La Forge, Data
tng3x01	Evolution	Nanites escape Wesley 's lab and form a collective intelligence, threatening the Enterprise . Guest star Ken Jenkins as Dr. Paul Stubbs.  	Winrich Kolbe	Michael Piller  and  Michael Wagner	1989-09-25	tng	3	1	Wesley Crusher	Jean-Luc Picard, Paul Stubbs	Beverly Crusher, Geordi La Forge
tng3x02	The Ensigns of Command	Data must persuade a stubborn colony to evacuate their homeland under threat of a powerful and mysterious race.  	Cliff Bole	Melinda M. Snodgrass	1989-10-02	tng	3	2	Data	Jean-Luc Picard, Ard'rian McKenzie, Gosheven	Deanna Troi, Haritath, Kentor, Sheliak captain
tng3x03	The Survivors	The Enterprise investigates the last two survivors of an annihilated world, as the entire surface has been transformed to dust except their one little garden and house. Guest stars John Anderson and Anne Haney as Kevin and Rishon Uxbridge.  	Les Landau	Michael Wagner	1989-10-09	tng	3	3		Jean-Luc Picard, Kevin Uxbridge, Rishon Uxbridge	William T. Riker, Deanna Troi
tng3x04	Who Watches The Watchers	Deanna and Riker must rectify the damage done when two primitives from Mintaka III catch glimpse of a Federation observation team and eventually conclude that Captain Picard is a god.  	Robert Wiemer	Richard Manning  and  Hans Beimler	1989-10-16	tng	3	4	Jean-Luc Picard	William T. Riker, Deanna Troi, Oji, Lico	Beverly Crusher, Nuria, Barron
tng3x05	The Bonding	A mysterious entity seeks to comfort a boy who has lost his mother in an accident on its planet. Guest star Gabriel Damon as Jeremy Aster.  	Winrich Kolbe	Ronald D. Moore	1989-10-23	tng	3	5	Worf	Jeremy Aster, Koinonian entity	Jean-Luc Picard, Deanna Troi
tng3x06	Booby Trap	The Enterprise falls victim to an ancient booby trap set to snare starships; while in an effort to find an escape, Geordi finds himself falling for the holodeck 's representation of a famous Federation engineer. Guest star Susan Gibney as Dr. Leah Brahms.  	Gabrielle Beaumont	Michael Wagner  and  Ron Roman	1989-10-30	tng	3	6	Geordi La Forge	Jean-Luc Picard, Leah Brahms	William T. Riker, Data, Christy Henshaw
tng3x07	The Enemy	Geordi is trapped on a harsh planet with a hostile Romulan , and the two must work together to survive.  	David Carson	David Kemper  and  Michael Piller	1989-11-06	tng	3	7	Geordi La Forge	Worf, Bochra	Jean-Luc Picard, William T. Riker, Beverly Crusher, Tomalak, Patahk
tng3x08	The Price	Troi falls in love with a charismatic negotiator who vies for rights to a wormhole . But several different groups, including the Ferengi , are after the wormhole as it may be the only known stable wormhole in existence. Guest star Dan Shor as Dr. Arridor.  	Robert Scheerer	Hannah Louise Shearer	1989-11-13	tng	3	8	Deanna Troi	Jean-Luc Picard, Devinoni Ral	William T. Riker, Goss, Leyor, Arridor, Seth Mendoza, Bhavani
tng3x09	The Vengeance Factor	Riker exposes an assassin in the midst of critical peace talks.  	Timothy Bond	Sam Rolfe	1989-11-20	tng	3	9		William T. Riker, Marouk, Brull, Yuta	Jean-Luc Picard, Beverly Crusher, Data, Chorgan
