StoryID	Setting	Comment	Capacity
tng1x03	Enterprise-D Beverly's office		
tng1x03	Enterprise-D sickbay		
tng1x03	Enterprise-D corridor		
tng1x03	Enterprise-D Beverly's quarters		
tng1x03	Enterprise-D engineering		
tng1x03	Enterprise-D Tasha's quarters		dimly lit room
tng1x03	Enterprise-D Troi's quarters		bathroom
tng1x03	Enterprise-D science lab		
tng1x03	Enterprise-D observation lounge		meeting room
tng1x03	meeting room		
tng1x03	Enterprise-D ready room		
tng1x03	dimly lit room		
tng1x03	bathroom		
tng1x04	Enterprise-D bridge		
tng1x04	Enterprise-D corridor		
tng1x04	Enterprise-D cargo bay		
tng1x04	Enterprise-D observation lounge		meeting room
tng1x04	meeting room		
tng1x04	Enterprise-D holodeck		dojo
tng1x04	dojo		
tng1x04	Enterprise-D ready room		
tng1x04	Enterprise-D Geordi's quarters		
tng1x04	Enterprise-D transporter room		
tng1x04	Enterprise-D turbolift		
tng1x04	banquet room		
tng1x04	living room		
tng1x04	great hall		
tng1x04	arena		
tng1x05	Enterprise-D bridge		
tng1x05	Enterprise-D observation lounge		emergency shelter; meeting room
tng1x05	Enterprise-D briefing room		
tng1x05	Enterprise-D transporter room		
tng1x05	alien landscape		
tng1x05	emergency shelter		
tng1x05	meeting room		
tng1x06	Enterprise-D bridge		
tng1x06	Enterprise-D transporter room		
tng1x06	Enterprise-D engineering		
tng1x06	Enterprise-D turbolift		
tng1x06	Enterprise-D corridor		
tng1x06	Enterprise-D sickbay		
tng1x06	sewer		
tng1x07	Enterprise-D bridge		
tng1x07	Enterprise-D sensor maintenance room		
tng1x07	Enterprise-D ready room		
tng1x07	Enterprise-D sickbay		
tng1x07	Enterprise-D Beverly's office		
tng1x07	Enterprise-D Badar NDD's quarters		dimly lit room
tng1x07	Enterprise-D Beverly's quarters		
tng1x07	Enterprise-D observation lounge		meeting room
tng1x07	meeting room		
tng1x07	Enterprise-D engineering		
tng1x07	Enterprise-D Riker's quarters		
tng1x07	Enterprise-D corridor		
tng1x07	Enterprise-D turbolift		
tng1x07	Enterprise-D transporter room		
tng1x07	dimly lit room		
tng1x08	Enterprise-D bridge		
tng1x08	Enterprise-D corridor		
tng1x08	Enterprise-D starboard lounge		
tng1x08	council chamber		
tng1x08	garden		
tng1x09	Enterprise-D Picard's quarters		living room; bedroom
tng1x09	Enterprise-D bridge		
tng1x09	Enterprise-D sickbay		
tng1x09	Enterprise-D observation lounge		meeting room
tng1x09	meeting room		
tng1x09	Enterprise-D transporter room		
tng1x09	Enterprise-D ready room		
tng1x09	Stargazer bridge		smoke filled room
tng1x09	Stargazer Picard's quarters		
tng1x09	science lab		
tng1x09	Stargazer derelict bridge		
tng1x09	smoke filled room		
tng1x09	living room		
tng1x09	bedroom		
tng1x10	Enterprise-D corridor		
tng1x10	Enterprise-D bridge		
tng1x10	Enterprise-D ready room		
tng1x10	Enterprise-D transporter room		
tng1x10	rocky wasteland		
tng1x10	wrecked room		
tng1x11	Enterprise-D bridge		
tng1x11	Enterprise-D Riker's quarters		dimly lit room
tng1x11	Enterprise-D transporter room		
tng1x11	Enterprise-D ready room		
tng1x11	Enterprise-D corridor		
tng1x11	Enterprise-D turbolift		
tng1x11	Enterprise-D Lwaxana's quarters		
tng1x11	Enterprise-D Wyatt's quarters		
tng1x11	Enterprise-D observation lounge		meeting room
tng1x11	meeting room		
tng1x11	Enterprise-D banquet room		
tng1x11	Enterprise-D holodeck		desert landscape
tng1x11	desert landscape		
tng1x11	Enterprise-D sickbay		
tng1x12	Enterprise-D bridge		
tng1x12	Enterprise-D ready room		
tng1x12	Enterprise-D holodeck		world of Dixon Hill; American 1940s era office; American 1940s era hallway; American 14940s era waiting room; American 1940s era police station interrogation room; American 1940s era city sidewalk; arctic wasteland
tng1x12	Enterprise-D corridor		
tng1x12	Enterprise-D observation lounge		meeting room
tng1x12	meeting room		
tng1x12	American 1940s era office		
tng1x12	American 1940s era hallway		
tng1x12	American 14940s era waiting room		
tng1x12	American 1940s era police station interrogation room		
tng1x12	American 1940s era city sidewalk		
tng1x12	Arctic wasteland		
tng1x12	world of Dixon Hill		
tng1x13	Enterprise-D bridge		
tng1x13	Enterprise-D Data's quarters		
tng1x13	Enterprise-D sickbay		operating theater
tng1x13	operating theater		
tng1x13	Enterprise-D observation lounge		meeting room
tng1x13	meeting room		
tng1x13	Enterprise-D corridor		
tng1x13	Enterprise-D ready room		
tng1x13	Enterprise-D turbolift		
tng1x13	Enterprise-D cargo bay		
tng1x13	subterranean complex		
tng1x13	science lab		
tng1x13	storage area		
tng1x13	corridor		
tng1x13	rocky wasteland		
tng1x13	operating theater		
tng1x13	badlands		
tng1x14	campfire		
tng1x14	Enterprise-D bridge		
tng1x14	Enterprise-D corridor		
tng1x14	Enterprise-D transporter room		
tng1x14	Enterprise-D holodeck		snowy landscape
tng1x14	snowy landscape		
tng1x14	Enterprise-D sickbay		
tng1x14	Enterprise-D Beverly's office		
tng1x14	Enterprise-D ready room		
tng1x14	Enterprise-D Picard's quarters		bedroom
tng1x14	executive office		
tng1x14	great hall		
tng1x14	cavern entrance		
tng1x14	holding area		
tng1x14	bedroom		
tng1x15	Enterprise-D bridge		
tng1x15	Enterprise-D engineering		
tng1x15	Enterprise-D corridor		
tng1x15	Enterprise-D turbolift		
tng1x15	Enterprise-D observation lounge		meeting room
tng1x15	meeting room		
tng1x15	Enterprise-D holodeck		jazz club
tng1x15	jazz club		
tng1x15	Enterprise-D transporter room		
tng1x15	passageway		
tng1x15	Starbase 74 control room		
tng1x15	Starbase 74 meeting room		
tng1x15	Enterprise-D Data's quarters		
tng1x15	Enterprise-D Beverly's office		
tng1x16	Enterprise-D bridge		
tng1x16	Enterprise-D transporter room		
tng1x16	Enterprise-D sickbay		
tng1x16	Enterprise-D observation lounge		meeting room
tng1x16	meeting room		
tng1x16	Enterprise-D ready room		
tng1x16	Enterprise-D Jameson's quarters		
tng1x16	Enterprise-D Beverly's office		
tng1x16	tunnel		
tng1x16	executive office		
tng1x17	Enterprise-D corridor		
tng1x17	Enterprise-D bridge		
tng1x17	Enterprise-D classroom		
tng1x17	Enterprise-D family quarters		bedroom
tng1x17	Enterprise-D observation lounge		meeting room
tng1x17	meeting room		
tng1x17	Enterprise-D turbolift		
tng1x17	Enterprise-D Beverly's office		
tng1x17	Enterprise-D transporter room		
tng1x17	chamber		dinner table
tng1x17	Aldean control room		
tng1x17	music room		
tng1x17	shaft		
tng1x17	bedroom		
tng1x17	dinner table		
tng1x18	Enterprise-D bridge		
tng1x18	Enterprise-D ready room		
tng1x18	Enterprise-D medical lab		
tng1x18	Enterprise-D Luisa's quarters		
tng1x18	Enterprise-D corridor		
tng1x18	Enterprise-D engineering		
tng1x18	Enterprise-D observation lounge		meeting room
tng1x18	meeting room		
tng1x18	corridor		
tng1x18	hydraulics room		
tng1x18	control room		
tng1x18	desert wasteland		
tng1x19	Enterprise-D observation lounge		interrogation room; meeting room
tng1x19	meeting room		
tng1x19	Enterprise-D transporter room		
tng1x19	Enterprise-D corridor		
tng1x19	Enterprise-D ready room		
tng1x19	Enterprise-D bridge		
tng1x19	Enterprise-D holodeck		black void
tng1x19	black void		
tng1x19	Enterprise-D Admiral Quinn's quarters		
tng1x19	Enterprise-D engineering		
tng1x19	classroom		
tng1x19	corridor		
tng1x19	exam room		
tng1x19	environmental lab		
tng1x19	shuttlecraft		
tng1x19	interrogation room		
tng1x20	Enterprise-D bridge		
tng1x20	Enterprise-D transporter room		
tng1x20	Enterprise-D sickbay		
tng1x20	Enterprise-D Klingons' quarters		dimly lit room
tng1x20	Enterprise-D brig		
tng1x20	Enterprise-D engineering		
tng1x20	Batris corridor		smoke filled room
tng1x20	Batris engineering		smoke filled room
tng1x20	Batris auxiliary control room		smoke filled room
tng1x20	smoke filled room		
tng1x20	dimly lit room		
tng1x21	Enterprise-D bridge		
tng1x21	Enterprise-D battle bridge		
tng1x21	tunnel		
tng1x21	cavern		
tng1x21	ancient ruins		
tng1x21	jungle clearing		
tng1x21	Enterprise-D transporter room		
tng1x21	Enterprise-D corridor		
tng1x22	Enterprise-D bridge		
tng1x22	Enterprise-D transporter room		
tng1x22	Enterprise-D sickbay		
tng1x22	Enterprise-D ready room		
tng1x22	Enterprise-D corridor		
tng1x22	Enterprise-D observation lounge		meeting room
tng1x22	meeting room		
tng1x22	Enterprise-D Brekkians' quarters		
tng1x22	Enterprise-D engineering		
tng1x22	Enterprise-D cargo bay		
tng1x22	Enterprise-D Beverly's office		
tng1x22	Enterprise-D Ornarans' quarters		
tng1x22	Enterprise-D turbolift		
tng1x23	Enterprise-D bridge		
tng1x23	Enterprise-D engineering		
tng1x23	Enterprise-D transporter room		
tng1x23	Enterprise-D sickbay		operating theater
tng1x23	Enterprise-D observation lounge		meeting room
tng1x23	meeting room		
tng1x23	Enterprise-D holodeck		countryside
tng1x23	countryside		
tng1x23	Enterprise-D shuttlecraft		dimly lit room
tng1x23	rocky wasteland		
tng1x23	dimly lit room		
tng1x23	operating theater		
tng1x24	Enterprise-D gymnasium		
tng1x24	Enterprise-D bridge		
tng1x24	Enterprise-D corridor		
tng1x24	Enterprise-D turbolift		
tng1x24	Enterprise-D holodeck		French café
tng1x24	French café		
tng1x24	Enterprise-D decontamination area		
tng1x24	Enterprise-D sickbay		
tng1x24	Enterprise-D transporter room		
tng1x24	Enterprise-D ready room		
tng1x24	Enterprise-D observation lounge		meeting room
tng1x24	meeting room		
tng1x24	Enterprise-D Picard's quarters		
tng1x24	Enterprise-D Beverly's office		
tng1x24	science lab		
tng1x24	storage area		
tng1x25	Enterprise-D bridge		
tng1x25	Enterprise-D Picard's quarters		bedroom
tng1x25	Enterprise-D sickbay		
tng1x25	Starfleet HQ corridor		
tng1x25	Starfleet HQ banquet room		
tng1x25	Enterprise-D transporter room		
tng1x25	Enterprise-D corridor		
tng1x25	Enterprise-D observation lounge		meeting room
tng1x25	meeting room		
tng1x25	Enterprise-D Admiral Quinn's quarters		
tng1x25	great hall		
tng1x25	reception room		
tng1x25	dining room		
tng1x25	mining tunnel		
tng1x25	Starfleet HQ control room		
tng1x25	rocky wasteland		
tng1x25	cavern		
tng1x26	Enterprise-D bridge		
tng1x26	Enterprise-D observation lounge		meeting room
tng1x26	meeting room		
tng1x26	Enterprise-D sickbay		
tng1x26	Enterprise-D guest lounge		
tng1x26	Enterprise-D Clare's quarters		
tng1x26	Enterprise-D Sonny's quarters		
tng1x26	Enterprise-D ready room		
tng1x26	Enterprise-D corridor		
tng1x26	conference room		
tng1x26	Romulan cruiser control room		
tng1x26	spaceship cryonic chamber		
tng2x01	Enterprise-D shuttle bay		
tng2x01	Enterprise-D bridge		
tng2x01	Enterprise-D ready room		
tng2x01	 Enterprise-D engineering		
tng2x01	 Enterprise-D corridor		
tng2x01	 Enterprise-D crew quarters		
tng2x01	 Enterprise-D Troi's quarters		
tng2x01	 Enterprise-D cargo bay		
tng2x01	 Enterprise-D observation lounge		meeting room
tng2x01	Ten Forward		bar
tng2x01	 Enterprise-D Pulaski's office		
tng2x01	 Enterprise-D sickbay		maternity ward
tng2x01	 Enterprise-D transporter room		
tng2x01	meeting room		
tng2x01	maternity ward		
tng2x01	bar		
tng2x02	Enterprise-D bridge		
tng2x02	Enterprise-D holodeck		
tng2x02	Enterprise-D Geordi's office		
tng2x02	Enterprise-D engineering		
tng2x02	Enterprise-D transporter room		
tng2x02	Enterprise-D observation lounge		meeting room
tng2x02	Enterprise-D corridor		
tng2x02	Enterprise-D computer room		
tng2x02	Enterprise-D Picard's quarters		
tng2x02	Enterprise-D ready room		
tng2x02	Yamato corridor		
tng2x02	Yamato bridge		
tng2x02	Yamato auxiliary bridge		
tng2x02	meeting room		
tng2x03	Ten Forward		bar
tng2x03	bar		
tng2x03	Enterprise-D corridor		
tng2x03	Enterprise-D holodeck		
tng2x03	Enterprise-D engineering		
tng2x03	Enterprise-D Geordi's office		
tng2x03	Enterprise-D holodeck		Victorian parlor; Victorian foyer; Victorian London street; Victorian alleyway
tng2x03	Victorian parlor		
tng2x03	Victorian foyer		
tng2x03	Victorian London street		
tng2x03	Victorian alleyway		
tng2x03	Enterprise-D bridge		
tng2x03	Enterprise-D observation lounge		meeting room
tng2x03	meeting room		
tng2x04	Ten Forward		bar
tng2x04	bar		
tng2x04	Enterprise-D bridge		
tng2x04	Enterprise-D transporter room		
tng2x04	Enterprise-D engineering		
tng2x04	Enterprise-D Jefferies tube		
tng2x04	Enterprise-D corridor		
tng2x04	Enterprise-D holodeck		nightclub
tng2x04	nightclub		
tng2x04	Enterprise-D Lieutenant Robinson's quarters		
tng2x04	Enterprise-D observation lounge		meeting room
tng2x04	meeting room		
tng2x04	Debin ship bridge		
tng2x05	Enterprise-D bridge		
tng2x05	Enterprise-D ready room		
tng2x05	Enterprise-D turbolift		
tng2x05	Enterprise-D transporter room		
tng2x05	Enterprise-D Riva's quarters		
tng2x05	Enterprise-D observation lounge		meeting room
tng2x05	meeting room		
tng2x05	Enterprise-D sickbay		
tng2x05	Enterprise-D engineering		
tng2x05	Enterprise-D corridor		
tng2x05	rocky landscape		
tng2x05	antechamber		
tng2x05	large chamber		
tng2x06	Ten Forward		bar
tng2x06	bar		
tng2x06	Enterprise-D bridge		
tng2x06	Enterprise-D corridor		
tng2x06	Enterprise-D ready room		
tng2x06	Enterprise-D observation lounge		meeting room
tng2x06	meeting room		
tng2x06	Enterprise-D transporter room		
tng2x06	Enterprise-D sickbay		
tng2x06	Enterprise-D Data's quarters		
tng2x06	Enterprise-D Kareen's quarters		
tng2x06	Enterprise-D turbolift		
tng2x06	living room		
tng2x06	science lab		
tng2x07	Enterprise-D bridge		
tng2x07	Enterprise-D Picard's quarters		
tng2x07	Ten Forward		bar
tng2x07	bar		
tng2x07	Enterprise-D engineering		
tng2x07	Enterprise-D transporter room		
tng2x07	Enterprise-D corridor		
tng2x07	Enterprise-D sickbay		science lab
tng2x07	Enterprise-D conference room		
tng2x07	Enterprise-D Troi's office		
tng2x07	Enterprise-D observation lounge		meeting room
tng2x07	meeting room		
tng2x07	Enterprise-D ready room		
tng2x07	Enterprise-D shuttle bay		
tng2x07	Enterprise-D Pulaski's quarters		
tng2x07	Enterprise-D turbolift		
tng2x07	shuttlecraft		
tng2x07	Lantree bridge		
tng2x07	Lantree corridor		
tng2x07	Lantree sickbay		
tng2x07	Lantree captain's quarters		
tng2x08	Enterprise-D bridge		
tng2x08	Enterprise-D transporter room		
tng2x08	Enterprise-D holodeck		shooting range
tng2x08	shooting range		
tng2x08	Enterprise-D corridor		
tng2x08	Ten Forward		bar
tng2x08	bar		
tng2x08	Klingon vessel corridor		
tng2x08	Klingon vessel bridge		
tng2x08	Klingon vessel mess hall		
tng2x09	Ten Forward		bar
tng2x09	bar		
tng2x09	Enterprise-D bridge		
tng2x09	Enterprise-D transporter room		
tng2x09	Enterprise-D corridor		
tng2x09	Enterprise-D turbolift		
tng2x09	Enterprise-D ready room		
tng2x09	Enterprise-D Data's quarters		
tng2x09	Enterprise-D observation lounge		meeting room
tng2x09	meeting room		
tng2x09	Enterprise-D gymnasium		
tng2x09	Enterprise-D computer room		
tng2x09	Starbase 173 restaurant		
tng2x09	Starbase 173 office		
tng2x09	Starbase 173 courtroom		
tng2x09	Starbase 173 lounge		
tng2x10	Enterprise-D bridge		
tng2x10	Enterprise-D transporter room		
tng2x10	Enterprise-D corridor		
tng2x10	Enterprise-D Salia's quarters		
tng2x10	Enterprise-D engineering		
tng2x10	Enterprise-D sickbay		
tng2x10	Ten Forward		bar
tng2x10	bar		
tng2x10	Enterprise-D holodeck		outer space
tng2x10	outer space		
tng2x10	Enterprise-D ready room		
tng2x10	Enterprise-D Wesley's quarters		
tng2x11	Enterprise-D ready room		
tng2x11	Enterprise-D observation lounge		meeting room
tng2x11	meeting room		
tng2x11	Enterprise-D engineering		
tng2x11	Enterprise-D corridor		
tng2x11	Enterprise-D turbolift		
tng2x11	Enterprise-D Jefferies tube		
tng2x11	Enterprise-D transporter room		
tng2x11	Iconian control room		
tng2x11	Romulan vessel bridge		
tng2x11	rocky wasteland		
tng2x12	Enterprise-D bridge		
tng2x12	Enterprise-D transporter room		
tng2x12	Enterprise-D observation lounge		meeting room
tng2x12	meeting room		
tng2x12	lobby		
tng2x12	casino floor		
tng2x12	hallway		
tng2x12	hotel room		
tng2x12	black void		
tng2x13	Enterprise-D Riker's quarters		dinner table
tng2x13	dinner table		
tng2x13	Enterprise-D bridge		
tng2x13	Enterprise-D shuttle bay		
tng2x13	Enterprise-D corridor		
tng2x13	Enterprise-D sickbay		
tng2x13	Enterprise-D observation lounge		meeting room
tng2x13	meeting room		
tng2x13	Enterprise-D turbolift		
tng2x13	Enterprise-D ready room		
tng2x13	Enterprise-D engineering		
tng2x13	shuttlecraft		
tng2x14	Enterprise-D engineering		
tng2x14	Enterprise-D bridge		
tng2x14	Enterprise-D transporter room		
tng2x14	Enterprise-D corridor		
tng2x14	Enterprise-D holodeck		chamber; arena
tng2x14	chamber		
tng2x14	arena		
tng2x14	Ten Forward		bar
tng2x14	bar		
tng2x14	Enterprise-D observation lounge		meeting room
tng2x14	meeting room		
tng2x14	Enterprise-D Riker's quarters		
tng2x14	Enterprise-D sickbay		
tng2x14	Enterprise-D Pulaski's office		
tng2x14	Enterprise-D Troi's office		
tng2x14	Enterprise-D gymnasium		
tng2x14	Enterprise-D ready room		
tng2x15	Enterprise-D bridge		
tng2x15	Enterprise-D corridor		
tng2x15	Enterprise-D observation lounge		meeting room
tng2x15	meeting room		
tng2x15	Enterprise-D holodeck		countryside
tng2x15	countryside		
tng2x15	Enterprise-D Data's quarters		
tng2x15	Enterprise-D geophysical lab		
tng2x15	Ten Forward		bar
tng2x15	bar		
tng2x15	Enterprise-D ready room		
tng2x15	Enterprise-D transporter room		
tng2x15	Enterprise-D sickbay		
tng2x15	Enterprise-D Pulaski's office		
tng2x15	alien house		
tng2x15	volcanic wasteland		
tng2x16	Enterprise-D bridge		
tng2x16	Enterprise-D observation lounge		meeting room
tng2x16	meeting room		
tng2x16	Enterprise-D turbolift		
tng2x16	Enterprise-D engineering		
tng2x16	Enterprise-D transporter room		
tng2x16	Ten Forward		bar
tng2x16	bar		
tng2x16	Enterprise-D Guinan's office		
tng2x16	shuttlecraft		
tng2x16	Borg cube machine room		
tng2x17	Enterprise-D bridge		
tng2x17	Enterprise-D Pulaski's office		
tng2x17	Enterprise-D shuttle bay		
tng2x17	Enterprise-D corridor		
tng2x17	Enterprise-D transporter room		
tng2x17	Enterprise-D observation lounge		meeting room
tng2x17	meeting room		
tng2x17	Enterprise-D sickbay		
tng2x17	Enterprise-D engineering		
tng2x17	Mondor bridge		
tng2x17	Mondor weapons bay		
tng2x17	Starbase 515 operating theater		
tng2x17	shuttlecraft		
tng2x18	Enterprise-D corridor		
tng2x18	Enterprise-D bridge		
tng2x18	Enterprise-D turbolift		
tng2x18	Enterprise-D transporter room		
tng2x18	Enterprise-D observation lounge		meeting room
tng2x18	meeting room		
tng2x18	Enterprise-D cargo bay		
tng2x18	Enterprise-D Pulaski's office		
tng2x18	Enterprise-D sickbay		
tng2x18	Enterprise-D Riker's quarters		
tng2x18	Enterprise-D ready room		
tng2x18	Mariposa office		
tng2x18	Mariposa science lab		
tng2x18	Mariposa hall		
tng2x19	Enterprise-D bridge		
tng2x19	Enterprise-D transporter room		
tng2x19	Enterprise-D corridor		
tng2x19	Enterprise-D ready room		
tng2x19	Enterprise-D turbolift		
tng2x19	Enterprise-D Lwaxana's quarters		dinner table
tng2x19	dinner table		
tng2x19	Enterprise-D holodeck		world of Dixon Hill; American 1940s era reception room; American 1940s era bar; American 1940s era hallway; American 1940s era detective office; American 1940s era city street
tng2x19	Enterprise-D sickbay		
tng2x19	American 1940s era reception room		
tng2x19	American 1940s era bar		
tng2x19	American 1940s era hallway		
tng2x19	American 1940s era detective office		
tng2x19	American 1940s era city street		
tng2x19	world of Dixon Hill		
tng2x20	Enterprise-D bridge		
tng2x20	Enterprise-D transporter room		
tng2x20	Enterprise-D tactical room		
tng2x20	Enterprise-D observation lounge		meeting room
tng2x20	meeting room		
tng2x20	Enterprise-D Data's quarters		poker table
tng2x20	poker table		
tng2x20	Enterprise-D K'Ehleyr's quarters		
tng2x20	Enterprise-D corridor		
tng2x20	Enterprise-D holodeck		jungle clearing
tng2x20	jungle clearing		
tng2x20	T'Ong bridge		
tng2x21	Enterprise-D bridge		
tng2x21	Enterprise-D observation lounge		meeting room
tng2x21	meeting room		
tng2x21	Enterprise-D engineering		
tng2x21	Enterprise-D corridor		
tng2x21	Enterprise-D Worf's quarters		dimly lit room
tng2x21	dimly lit room		
tng2x21	Enterprise-D Data's quarters		
tng2x21	Enterprise-D ready room		
tng2x21	Ten Forward		bar
tng2x21	bar		
tng2x21	Hathaway bridge		dilapidated room
tng2x21	dilapidated room		
tng2x21	Hathaway engine room		dilapidated room
tng2x22	Enterprise-D transporter room		
tng2x22	Enterprise-D sickbay		operating theater
tng2x22	operating theater		
tng2x22	Enterprise-D Pulaski's office		
tng2x22	swamp		
tng2x22	rocky wasteland		
tng2x22	Enterprise-D holodeck		woodland; jazz club
tng2x22	woodland		
tng2x22	jazz club		
tng2x22	Ten Forward		bar
tng2x22	bar		
tng2x22	Enterprise-D Troi's office		
tng2x22	council chamber		
tng2x22	Klingon vessel bridge		
tng2x22	Enterprise-D Quinn's quarters		
tng2x22	Enterprise-D battle bridge		
tng3x01	Enterprise-D bridge		
tng3x01	Enterprise-D shuttle bay		
tng3x01	Enterprise-D corridor		
tng3x01	Enterprise-D sickbay		
tng3x01	Enterprise-D medical lab		
tng3x01	Enterprise-D sickbay		hospital waiting room
tng3x01	hospital waiting room		
tng3x01	Enterprise-D engineering		
tng3x01	Enterprise-D ready room		
tng3x01	Enterprise-D observation lounge		meeting room
tng3x01	meeting room		
tng3x01	Enterprise-D Wesley's quarters		
tng3x01	Ten Forward		bar
tng3x01	bar		
tng3x01	Enterprise-D computer room		
tng3x01	Enterprise-D Stubb's quarters		
tng3x02	Enterprise-D bridge		
tng3x02	Ten Forward		concert hall
tng3x02	concert hall		
tng3x02	Enterprise-D observation lounge		meeting room
tng3x02	meeting room		
tng3x02	Enterprise-D transporter room		
tng3x02	Enterprise-D ready room		
tng3x02	living room		
tng3x02	frontier town		
tng3x02	town square		
tng3x02	canyon		
tng3x03	Enterprise-D bridge		
tng3x03	Enterprise-D ready room		
tng3x03	Enterprise-D sickbay		
tng3x03	Enterprise-D transporter room		
tng3x03	Enterprise-D Troi's quarters		bedroom
tng3x03	bedroom		
tng3x03	Enterprise-D corridor		
tng3x03	Enterprise-D turbolift		
tng3x03	Enterprise-D observation lounge		meeting room
tng3x03	meeting room		
tng3x03	Enterprise-D engineering		
tng3x03	living room		
tng3x03	lawn		
tng3x04	Enterprise-D bridge		
tng3x04	Enterprise-D observation lounge		meeting room
tng3x04	meeting room		
tng3x04	Enterprise-D ready room		
tng3x04	Enterprise-D sickbay		
tng3x04	Enterprise-D transporter room		
tng3x04	Ten Forward		bar
tng3x04	bar		
tng3x04	Enterprise-D corridor		
tng3x04	town square		
tng3x04	mountain pass		
tng3x04	rocky landscape		
tng3x04	cavern		smoke filled room
tng3x04	smoke filled room		
tng3x05	Enterprise-D bridge		
tng3x05	Enterprise-D transporter room		
tng3x05	Enterprise-D corridor		
tng3x05	Enterprise-D sickbay		
tng3x05	Enterprise-D ready room		
tng3x05	Enterprise-D engineering		
tng3x05	Ten Forward		bar
tng3x05	bar		
tng3x05	Enterprise-D Worf's quarters		
tng3x05	Enterprise-D Aster quarters		living room
tng3x05	living room		
tng3x05	Enterprise-D classroom		
tng3x05	Enterprise-D Beverly's office		
tng3x05	Enterprise-D computer room		
tng3x05	Enterprise-D turbolift		
tng3x06	Enterprise-D bridge		
tng3x06	Ten Forward		bar
tng3x06	bar		
tng3x06	Enterprise-D corridor		
tng3x06	Enterprise-D transporter room		
tng3x06	Enterprise-D engineering		
tng3x06	Enterprise-D holodeck		drafting room; tropical beach
tng3x06	drafting room		
tng3x06	tropical beach		
tng3x06	Enterprise-D observation lounge		meeting room
tng3x06	meeting room		
tng3x06	Enterprise-D ready room		
tng3x06	Promellian battle cruiser derelict bridge		
tng3x07	Enterprise-D bridge		
tng3x07	Enterprise-D ready room		
tng3x07	Enterprise-D transporter room		
tng3x07	Enterprise-D corridor		
tng3x07	Enterprise-D sickbay		
tng3x07	Enterprise-D Beverly's office		
tng3x07	Enterprise-D observation lounge		meeting room
tng3x07	meeting room		
tng3x07	Enterprise-D Riker's quarters		
tng3x07	pit		
tng3x07	cavern		
tng3x07	rocky wasteland		
tng3x08	Enterprise-D bridge		
tng3x08	Enterprise-D ready room		
tng3x08	Enterprise-D observation lounge		meeting room
tng3x08	meeting room		
tng3x08	Enterprise-D turbolift		
tng3x08	Enterprise-D corridor		
tng3x08	Enterprise-D transporter room		
tng3x08	Ten Forward		reception room; bar
tng3x08	reception room		
tng3x08	bar		
tng3x08	Enterprise-D sickbay		
tng3x08	Enterprise-D gymnasium		
tng3x08	Enterprise-D Troi's quarters		living room; bedroom
tng3x08	living room		
tng3x08	bedroom		
tng3x08	Enterprise-D Ferengi quarters		
tng3x08	shuttlecraft		
tng3x09	Enterprise-D bridge		
tng3x09	Enterprise-D sickbay		
tng3x09	Enterprise-D observation lounge		meeting room
tng3x09	meeting room		
tng3x09	Enterprise-D Marouk's quarters		
tng3x09	Enterprise-D Riker's quarters		
tng3x09	Ten Forward		bar
tng3x09	bar		
tng3x09	Federation outpost control room		dilapidated room
tng3x09	dilapidated room		
tng3x09	junkyard		
tng3x09	Gatherer ship conference room		meeting room
tng3x10	Enterprise-D bridge		
tng3x10	Enterprise-D ready room		
tng3x10	Enterprise-D observation lounge		meeting room
tng3x10	meeting room		
tng3x10	Enterprise-D engineering		
tng3x10	Enterprise-D transporter room		
tng3x10	Enterprise-D Jarok's quarters		
tng3x10	Enterprise-D interrogation room		
tng3x10	relaxation center		
tng3x10	Enterprise-D sickbay		
tng3x10	Ten Forward		bar
tng3x10	bar		
tng3x10	Enterprise-D corridor		
tng3x10	Enterprise-D holodeck		woodland; gridlines; rocky wasteland; campfire
tng3x10	woodland		
tng3x10	gridlines		
tng3x10	rocky wasteland		
tng3x10	campfire		
tng3x10	Romulan warbird ready room		
tng3x11	Enterprise-D bridge		
tng3x11	Enterprise-D ready room		
tng3x11	Enterprise-D observation lounge		meeting room
tng3x11	meeting room		
tng3x11	Enterprise-D sickbay		
tng3x11	Enterprise-D transporter room		
tng3x11	Enterprise-D corridor		
tng3x11	Enterprise-D turbolift		
tng3x11	Enterprise-D engineering		
tng3x11	Enterprise-D Jefferies tube		
tng3x11	Enterprise-D cargo bay		
tng3x11	Enterprise-D shuttle bay		
tng3x11	Enterprise-D detention cell		
tng3x11	Angosia III council chamber		
tng3x12	Enterprise-D bridge		
tng3x12	Enterprise-D ready room		
tng3x12	Enterprise-D observation lounge		meeting room
tng3x12	meeting room		
tng3x12	Enterprise-D transporter room		
tng3x12	Enterprise-D engineering		
tng3x12	Enterprise-D sickbay		
tng3x12	Enterprise-D corridor		
tng3x12	police headquarters		
tng3x12	cavern		
tng3x12	restaurant patio		
tng3x12	interrogation room		
tng3x13	Enterprise-D bridge		
tng3x13	Enterprise-D engineering		
tng3x13	Enterprise-D corridor		
tng3x13	Enterprise-D brig		
tng3x13	Enterprise-D ready room		
tng3x13	Ten Forward		bar
tng3x13	bar		
tng3x13	Enterprise-D turbolift		
tng3x13	shuttlecraft		
tng3x14	Enterprise-D bridge		
tng3x14	Enterprise-D ready room		
tng3x14	Enterprise-D corridor		
tng3x14	Enterprise-D transporter room		
tng3x14	Enterprise-D turbolift		
tng3x14	Enterprise-D sickbay		
